Source;Target;Type;Weight
12;303;Directed;1
12;304;Directed;1
12;306;Directed;13
12;309;Directed;1
12;311;Directed;6
12;318;Directed;10
12;321;Directed;1
12;323;Directed;2
12;337;Directed;21
12;338;Directed;30
12;345;Directed;9
12;349;Directed;1
12;351;Directed;1
12;353;Directed;2
12;363;Directed;3
12;365;Directed;1
12;367;Directed;1
12;375;Directed;30
12;377;Directed;26
12;389;Directed;1
12;395;Directed;1
12;396;Directed;1
12;401;Directed;31
12;405;Directed;1
12;406;Directed;1
12;408;Directed;1
12;410;Directed;11
12;417;Directed;1
12;420;Directed;1
12;427;Directed;15
12;428;Directed;1
12;433;Directed;17
12;435;Directed;2
12;436;Directed;35
12;437;Directed;23
12;439;Directed;24
12;446;Directed;1
12;460;Directed;18
12;462;Directed;1
12;463;Directed;33
12;472;Directed;19
12;487;Directed;3
12;495;Directed;1
12;501;Directed;1
12;502;Directed;2
12;505;Directed;1
12;507;Directed;1
12;511;Directed;1
12;515;Directed;1
12;516;Directed;1
12;517;Directed;1
12;525;Directed;1
12;526;Directed;1
12;534;Directed;14
12;540;Directed;5
12;546;Directed;1
12;548;Directed;24
12;550;Directed;1
12;552;Directed;1
12;554;Directed;2
12;557;Directed;14
12;560;Directed;1
12;567;Directed;1
12;570;Directed;1
12;571;Directed;1
12;574;Directed;7
12;575;Directed;32
12;585;Directed;10
12;591;Directed;1
12;592;Directed;1
12;596;Directed;2
12;600;Directed;1
12;611;Directed;15
12;622;Directed;1
12;623;Directed;1
12;624;Directed;1
12;637;Directed;1
12;642;Directed;1
12;645;Directed;1
12;646;Directed;1
12;661;Directed;1
12;667;Directed;1
12;670;Directed;1
12;674;Directed;1
12;682;Directed;1
12;687;Directed;1
12;689;Directed;1
12;694;Directed;1
12;697;Directed;1
12;702;Directed;1
12;712;Directed;1
12;714;Directed;1
12;718;Directed;1
12;719;Directed;1
12;726;Directed;1
12;729;Directed;1
12;731;Directed;1
12;738;Directed;1
12;744;Directed;1
12;745;Directed;1
12;753;Directed;1
12;756;Directed;1
12;757;Directed;1
12;761;Directed;1
12;770;Directed;1
12;772;Directed;1
12;780;Directed;1
12;790;Directed;1
12;798;Directed;1
12;800;Directed;1
12;802;Directed;19
12;808;Directed;1
12;809;Directed;1
12;812;Directed;1
12;813;Directed;31
12;831;Directed;1
12;846;Directed;2
12;849;Directed;1
12;851;Directed;24
12;860;Directed;16
12;861;Directed;8
12;873;Directed;13
12;879;Directed;1
12;881;Directed;1
12;882;Directed;8
12;889;Directed;1
12;891;Directed;15
12;901;Directed;1
12;904;Directed;1
12;908;Directed;1
12;920;Directed;29
12;921;Directed;1
12;926;Directed;15
12;931;Directed;1
12;932;Directed;1
12;934;Directed;1
12;936;Directed;1
12;941;Directed;6
12;951;Directed;1
12;956;Directed;1
12;967;Directed;1
12;972;Directed;1
12;976;Directed;1
12;979;Directed;1
12;983;Directed;1
12;987;Directed;14
12;992;Directed;1
12;996;Directed;4
12;998;Directed;2
12;1003;Directed;7
12;1009;Directed;1
12;1027;Directed;25
12;1029;Directed;1
12;1030;Directed;1
12;1038;Directed;1
12;1039;Directed;1
12;1046;Directed;8
12;1048;Directed;1
12;1054;Directed;1
12;1056;Directed;5
12;1058;Directed;21
12;1069;Directed;2
12;1070;Directed;26
12;1074;Directed;26
12;1075;Directed;1
12;1077;Directed;1
12;1079;Directed;1
12;1081;Directed;9
12;1083;Directed;3
12;1092;Directed;48
12;1098;Directed;1
12;1109;Directed;1
13;14;Directed;16
13;15;Directed;13
13;16;Directed;98
13;17;Directed;3
13;18;Directed;2
13;19;Directed;45
13;20;Directed;13
13;21;Directed;11
13;22;Directed;1
13;23;Directed;9
13;25;Directed;19
13;26;Directed;37
13;27;Directed;1
13;28;Directed;24
13;29;Directed;12
13;30;Directed;58
13;32;Directed;4
13;33;Directed;68
13;34;Directed;37
13;35;Directed;36
13;36;Directed;53
13;37;Directed;16
13;38;Directed;55
13;39;Directed;44
13;40;Directed;56
13;41;Directed;3
13;42;Directed;3
13;43;Directed;37
13;44;Directed;41
13;45;Directed;40
13;46;Directed;59
13;47;Directed;9
13;48;Directed;3
13;49;Directed;7
13;50;Directed;75
13;51;Directed;52
13;52;Directed;7
13;54;Directed;9
13;55;Directed;34
13;56;Directed;7
13;58;Directed;18
13;59;Directed;11
13;60;Directed;7
13;61;Directed;8
13;70;Directed;13
13;73;Directed;1
13;85;Directed;17
13;88;Directed;18
13;90;Directed;2
13;91;Directed;3
13;95;Directed;26
13;102;Directed;1
13;104;Directed;1
13;108;Directed;12
13;111;Directed;1
13;113;Directed;1
13;114;Directed;8
13;115;Directed;1
13;120;Directed;18
13;121;Directed;9
13;124;Directed;1
13;127;Directed;1
13;136;Directed;1
13;142;Directed;1
13;149;Directed;1
13;151;Directed;4
13;153;Directed;11
13;157;Directed;15
13;166;Directed;1
13;176;Directed;1
13;199;Directed;1
13;222;Directed;1
13;230;Directed;1
13;236;Directed;1
13;244;Directed;1
13;267;Directed;1
13;272;Directed;1
13;278;Directed;1
13;282;Directed;1
13;284;Directed;1
13;286;Directed;1
13;292;Directed;1
13;293;Directed;1
13;294;Directed;8
13;304;Directed;1
13;305;Directed;1
13;306;Directed;15
13;311;Directed;1
13;319;Directed;1
13;322;Directed;1
13;324;Directed;1
13;326;Directed;1
13;337;Directed;23
13;338;Directed;11
13;343;Directed;1
13;345;Directed;1
13;353;Directed;2
13;362;Directed;1
13;363;Directed;3
13;375;Directed;22
13;377;Directed;2
13;379;Directed;1
13;380;Directed;1
13;385;Directed;1
13;396;Directed;1
13;398;Directed;1
13;401;Directed;1
13;426;Directed;1
13;427;Directed;6
13;433;Directed;8
13;436;Directed;6
13;437;Directed;17
13;445;Directed;1
13;449;Directed;1
13;451;Directed;1
13;454;Directed;1
13;460;Directed;12
13;463;Directed;3
13;465;Directed;1
13;469;Directed;1
13;471;Directed;2
13;472;Directed;2
13;473;Directed;1
13;476;Directed;2
13;495;Directed;1
13;498;Directed;1
13;500;Directed;1
13;501;Directed;1
13;503;Directed;1
13;505;Directed;1
13;507;Directed;1
13;509;Directed;1
13;510;Directed;1
13;511;Directed;1
13;514;Directed;2
13;515;Directed;1
13;516;Directed;1
13;517;Directed;1
13;524;Directed;1
13;525;Directed;1
13;534;Directed;1
13;536;Directed;1
13;541;Directed;1
13;542;Directed;1
13;548;Directed;20
13;553;Directed;1
13;556;Directed;1
13;568;Directed;1
13;575;Directed;49
13;585;Directed;6
13;592;Directed;1
13;600;Directed;1
13;601;Directed;1
13;603;Directed;1
13;609;Directed;1
13;611;Directed;1
13;620;Directed;1
13;631;Directed;1
13;632;Directed;1
13;634;Directed;1
13;635;Directed;1
13;638;Directed;1
13;642;Directed;1
13;645;Directed;1
13;653;Directed;1
13;654;Directed;1
13;660;Directed;1
13;682;Directed;1
13;689;Directed;1
13;697;Directed;1
13;704;Directed;1
13;712;Directed;1
13;714;Directed;1
13;720;Directed;1
13;738;Directed;1
13;744;Directed;1
13;747;Directed;1
13;750;Directed;1
13;758;Directed;1
13;767;Directed;1
13;768;Directed;1
13;771;Directed;1
13;781;Directed;1
13;782;Directed;1
13;784;Directed;1
13;785;Directed;1
13;792;Directed;1
13;793;Directed;1
13;795;Directed;1
13;796;Directed;1
13;798;Directed;1
13;800;Directed;1
13;802;Directed;14
13;808;Directed;2
13;809;Directed;1
13;813;Directed;8
13;828;Directed;1
13;846;Directed;1
13;851;Directed;1
13;855;Directed;3
13;858;Directed;2
13;861;Directed;1
13;863;Directed;1
13;867;Directed;1
13;873;Directed;4
13;874;Directed;1
13;877;Directed;1
13;881;Directed;1
13;882;Directed;7
13;883;Directed;1
13;891;Directed;13
13;915;Directed;1
13;920;Directed;14
13;926;Directed;4
13;928;Directed;1
13;935;Directed;1
13;938;Directed;1
13;947;Directed;1
13;952;Directed;1
13;960;Directed;1
13;962;Directed;1
13;967;Directed;1
13;970;Directed;1
13;972;Directed;1
13;987;Directed;12
13;995;Directed;1
13;996;Directed;1
13;998;Directed;3
13;1014;Directed;1
13;1017;Directed;1
13;1019;Directed;1
13;1027;Directed;12
13;1030;Directed;1
13;1032;Directed;2
13;1038;Directed;1
13;1042;Directed;1
13;1045;Directed;1
13;1047;Directed;1
13;1048;Directed;1
13;1052;Directed;1
13;1054;Directed;1
13;1058;Directed;1
13;1065;Directed;1
13;1070;Directed;6
13;1074;Directed;7
13;1077;Directed;1
13;1083;Directed;1
13;1084;Directed;1
13;1092;Directed;8
13;1098;Directed;1
14;15;Directed;22
14;16;Directed;20
14;17;Directed;29
14;18;Directed;10
14;19;Directed;35
14;20;Directed;19
14;21;Directed;185
14;22;Directed;12
14;23;Directed;13
14;25;Directed;49
14;26;Directed;40
14;27;Directed;1
14;28;Directed;5
14;29;Directed;11
14;30;Directed;13
14;31;Directed;8
14;32;Directed;3
14;33;Directed;23
14;34;Directed;20
14;35;Directed;13
14;36;Directed;4
14;37;Directed;13
14;38;Directed;19
14;39;Directed;47
14;40;Directed;22
14;41;Directed;1
14;42;Directed;8
14;43;Directed;14
14;44;Directed;21
14;45;Directed;29
14;46;Directed;14
14;47;Directed;12
14;48;Directed;13
14;49;Directed;12
14;50;Directed;12
14;51;Directed;35
14;52;Directed;40
14;53;Directed;2
14;54;Directed;62
14;55;Directed;53
14;56;Directed;47
14;57;Directed;4
14;58;Directed;51
14;59;Directed;51
14;60;Directed;33
14;61;Directed;31
14;62;Directed;3
14;70;Directed;38
14;73;Directed;1
14;81;Directed;2
14;83;Directed;1
14;85;Directed;8
14;88;Directed;8
14;95;Directed;29
14;98;Directed;1
14;105;Directed;1
14;114;Directed;3
14;115;Directed;4
14;120;Directed;20
14;121;Directed;3
14;134;Directed;1
14;136;Directed;1
14;150;Directed;4
14;151;Directed;22
14;153;Directed;21
14;155;Directed;1
14;157;Directed;2
14;158;Directed;1
14;159;Directed;3
14;160;Directed;1
14;180;Directed;1
14;184;Directed;1
14;236;Directed;1
14;271;Directed;2
14;272;Directed;1
14;292;Directed;1
14;293;Directed;1
14;294;Directed;9
14;297;Directed;1
14;301;Directed;1
14;306;Directed;23
14;309;Directed;1
14;311;Directed;1
14;337;Directed;11
14;338;Directed;21
14;339;Directed;1
14;345;Directed;2
14;349;Directed;1
14;353;Directed;2
14;363;Directed;4
14;365;Directed;1
14;371;Directed;1
14;375;Directed;10
14;377;Directed;6
14;379;Directed;1
14;380;Directed;1
14;381;Directed;1
14;385;Directed;1
14;389;Directed;1
14;395;Directed;1
14;396;Directed;9
14;401;Directed;11
14;405;Directed;1
14;408;Directed;2
14;410;Directed;12
14;422;Directed;1
14;427;Directed;4
14;433;Directed;10
14;436;Directed;44
14;437;Directed;32
14;439;Directed;6
14;446;Directed;1
14;452;Directed;1
14;458;Directed;1
14;460;Directed;15
14;463;Directed;19
14;464;Directed;1
14;465;Directed;1
14;469;Directed;1
14;472;Directed;4
14;474;Directed;1
14;475;Directed;1
14;476;Directed;1
14;482;Directed;1
14;487;Directed;1
14;509;Directed;1
14;517;Directed;1
14;519;Directed;1
14;525;Directed;1
14;534;Directed;10
14;540;Directed;4
14;548;Directed;35
14;556;Directed;1
14;557;Directed;6
14;560;Directed;1
14;566;Directed;1
14;574;Directed;5
14;575;Directed;35
14;578;Directed;1
14;583;Directed;1
14;585;Directed;13
14;587;Directed;1
14;599;Directed;1
14;610;Directed;1
14;611;Directed;1
14;618;Directed;1
14;623;Directed;1
14;634;Directed;1
14;637;Directed;1
14;641;Directed;1
14;642;Directed;1
14;643;Directed;1
14;668;Directed;1
14;674;Directed;1
14;676;Directed;1
14;686;Directed;1
14;697;Directed;1
14;704;Directed;1
14;712;Directed;1
14;722;Directed;1
14;723;Directed;1
14;726;Directed;1
14;731;Directed;1
14;750;Directed;1
14;755;Directed;1
14;781;Directed;1
14;792;Directed;1
14;800;Directed;1
14;801;Directed;1
14;802;Directed;28
14;813;Directed;11
14;818;Directed;1
14;829;Directed;1
14;845;Directed;1
14;849;Directed;1
14;851;Directed;6
14;860;Directed;3
14;861;Directed;3
14;873;Directed;5
14;874;Directed;1
14;882;Directed;4
14;888;Directed;1
14;891;Directed;13
14;893;Directed;1
14;911;Directed;1
14;916;Directed;1
14;917;Directed;1
14;920;Directed;19
14;926;Directed;10
14;940;Directed;1
14;958;Directed;1
14;967;Directed;1
14;970;Directed;1
14;972;Directed;1
14;979;Directed;1
14;987;Directed;27
14;992;Directed;1
14;995;Directed;1
14;996;Directed;1
14;997;Directed;1
14;1003;Directed;1
14;1005;Directed;1
14;1027;Directed;15
14;1045;Directed;1
14;1046;Directed;1
14;1052;Directed;1
14;1056;Directed;3
14;1058;Directed;11
14;1070;Directed;9
14;1072;Directed;1
14;1074;Directed;18
14;1081;Directed;2
14;1083;Directed;2
14;1092;Directed;16
14;1107;Directed;2
14;1109;Directed;5
15;16;Directed;20
15;17;Directed;65
15;18;Directed;37
15;19;Directed;27
15;20;Directed;23
15;21;Directed;25
15;22;Directed;67
15;23;Directed;34
15;24;Directed;23
15;25;Directed;32
15;26;Directed;15
15;27;Directed;49
15;28;Directed;5
15;29;Directed;55
15;30;Directed;16
15;31;Directed;56
15;32;Directed;37
15;33;Directed;29
15;34;Directed;32
15;35;Directed;58
15;36;Directed;13
15;37;Directed;38
15;38;Directed;23
15;39;Directed;50
15;40;Directed;16
15;41;Directed;39
15;42;Directed;41
15;43;Directed;19
15;44;Directed;37
15;45;Directed;33
15;46;Directed;24
15;47;Directed;38
15;48;Directed;58
15;49;Directed;51
15;50;Directed;14
15;51;Directed;22
15;52;Directed;22
15;53;Directed;63
15;54;Directed;36
15;55;Directed;16
15;56;Directed;38
15;57;Directed;37
15;58;Directed;16
15;59;Directed;19
15;60;Directed;25
15;61;Directed;27
15;62;Directed;43
15;70;Directed;14
15;73;Directed;1
15;78;Directed;1
15;81;Directed;4
15;85;Directed;6
15;88;Directed;6
15;90;Directed;12
15;94;Directed;1
15;95;Directed;16
15;102;Directed;1
15;105;Directed;1
15;108;Directed;2
15;114;Directed;6
15;115;Directed;10
15;120;Directed;29
15;121;Directed;4
15;126;Directed;1
15;139;Directed;1
15;144;Directed;23
15;150;Directed;6
15;151;Directed;15
15;153;Directed;6
15;159;Directed;5
15;168;Directed;1
15;230;Directed;1
15;231;Directed;1
15;248;Directed;1
15;258;Directed;1
15;259;Directed;1
15;266;Directed;1
15;267;Directed;1
15;270;Directed;1
15;271;Directed;1
15;272;Directed;1
15;285;Directed;1
15;287;Directed;7
15;292;Directed;1
15;294;Directed;2
15;297;Directed;2
15;300;Directed;1
15;306;Directed;22
15;311;Directed;43
15;314;Directed;1
15;318;Directed;23
15;319;Directed;1
15;333;Directed;1
15;337;Directed;23
15;338;Directed;24
15;343;Directed;1
15;344;Directed;1
15;345;Directed;40
15;347;Directed;1
15;349;Directed;1
15;350;Directed;1
15;351;Directed;1
15;352;Directed;1
15;353;Directed;1
15;358;Directed;1
15;361;Directed;1
15;363;Directed;8
15;365;Directed;1
15;375;Directed;24
15;377;Directed;29
15;396;Directed;46
15;397;Directed;1
15;401;Directed;24
15;408;Directed;2
15;410;Directed;2
15;411;Directed;1
15;416;Directed;1
15;417;Directed;1
15;422;Directed;1
15;424;Directed;1
15;427;Directed;5
15;428;Directed;1
15;433;Directed;27
15;435;Directed;1
15;436;Directed;13
15;437;Directed;27
15;439;Directed;31
15;443;Directed;1
15;446;Directed;1
15;451;Directed;1
15;458;Directed;1
15;459;Directed;3
15;460;Directed;35
15;463;Directed;35
15;464;Directed;1
15;472;Directed;31
15;475;Directed;1
15;476;Directed;3
15;479;Directed;1
15;487;Directed;1
15;501;Directed;1
15;505;Directed;1
15;510;Directed;1
15;511;Directed;1
15;522;Directed;1
15;524;Directed;1
15;525;Directed;1
15;526;Directed;1
15;534;Directed;18
15;540;Directed;1
15;541;Directed;1
15;543;Directed;1
15;548;Directed;8
15;550;Directed;1
15;554;Directed;1
15;557;Directed;26
15;558;Directed;1
15;559;Directed;1
15;563;Directed;1
15;574;Directed;27
15;575;Directed;16
15;585;Directed;1
15;591;Directed;1
15;596;Directed;1
15;600;Directed;1
15;611;Directed;48
15;622;Directed;1
15;625;Directed;1
15;631;Directed;1
15;634;Directed;1
15;637;Directed;1
15;642;Directed;1
15;654;Directed;1
15;658;Directed;1
15;661;Directed;1
15;682;Directed;1
15;687;Directed;1
15;693;Directed;1
15;694;Directed;1
15;702;Directed;1
15;711;Directed;1
15;712;Directed;1
15;724;Directed;1
15;725;Directed;1
15;731;Directed;1
15;732;Directed;1
15;742;Directed;1
15;743;Directed;1
15;745;Directed;1
15;752;Directed;1
15;754;Directed;1
15;757;Directed;1
15;758;Directed;1
15;768;Directed;1
15;770;Directed;1
15;771;Directed;1
15;776;Directed;1
15;785;Directed;1
15;791;Directed;1
15;796;Directed;1
15;798;Directed;1
15;799;Directed;1
15;800;Directed;1
15;802;Directed;9
15;808;Directed;4
15;809;Directed;1
15;813;Directed;38
15;818;Directed;1
15;823;Directed;1
15;830;Directed;1
15;831;Directed;1
15;839;Directed;1
15;845;Directed;1
15;846;Directed;4
15;847;Directed;1
15;848;Directed;1
15;851;Directed;33
15;852;Directed;1
15;860;Directed;13
15;868;Directed;2
15;873;Directed;8
15;877;Directed;1
15;881;Directed;1
15;882;Directed;7
15;891;Directed;10
15;905;Directed;1
15;909;Directed;1
15;920;Directed;20
15;921;Directed;1
15;926;Directed;14
15;938;Directed;1
15;940;Directed;1
15;943;Directed;1
15;944;Directed;1
15;947;Directed;1
15;955;Directed;1
15;957;Directed;1
15;958;Directed;1
15;963;Directed;1
15;968;Directed;1
15;975;Directed;1
15;987;Directed;5
15;992;Directed;1
15;996;Directed;6
15;1003;Directed;21
15;1017;Directed;3
15;1027;Directed;11
15;1028;Directed;1
15;1035;Directed;1
15;1037;Directed;1
15;1045;Directed;1
15;1046;Directed;11
15;1052;Directed;1
15;1058;Directed;57
15;1063;Directed;1
15;1066;Directed;1
15;1070;Directed;9
15;1072;Directed;1
15;1074;Directed;28
15;1075;Directed;1
15;1077;Directed;1
15;1081;Directed;47
15;1083;Directed;36
15;1090;Directed;1
15;1092;Directed;14
15;1107;Directed;3
15;1109;Directed;25
16;17;Directed;4
16;18;Directed;2
16;19;Directed;51
16;20;Directed;25
16;21;Directed;13
16;23;Directed;11
16;25;Directed;32
16;26;Directed;50
16;27;Directed;1
16;28;Directed;56
16;29;Directed;9
16;30;Directed;94
16;31;Directed;2
16;32;Directed;14
16;33;Directed;50
16;34;Directed;71
16;35;Directed;28
16;36;Directed;87
16;37;Directed;31
16;38;Directed;87
16;39;Directed;46
16;40;Directed;82
16;41;Directed;1
16;42;Directed;8
16;43;Directed;58
16;44;Directed;50
16;45;Directed;45
16;46;Directed;95
16;47;Directed;15
16;48;Directed;4
16;49;Directed;17
16;50;Directed;129
16;51;Directed;48
16;52;Directed;4
16;54;Directed;11
16;55;Directed;62
16;56;Directed;7
16;57;Directed;1
16;58;Directed;44
16;59;Directed;34
16;60;Directed;13
16;61;Directed;30
16;62;Directed;5
16;69;Directed;1
16;70;Directed;30
16;72;Directed;1
16;73;Directed;1
16;78;Directed;1
16;79;Directed;1
16;85;Directed;28
16;86;Directed;1
16;88;Directed;24
16;91;Directed;2
16;94;Directed;1
16;95;Directed;38
16;99;Directed;1
16;102;Directed;1
16;104;Directed;1
16;105;Directed;1
16;108;Directed;17
16;112;Directed;1
16;114;Directed;8
16;115;Directed;1
16;116;Directed;2
16;119;Directed;1
16;120;Directed;24
16;121;Directed;10
16;124;Directed;1
16;133;Directed;1
16;134;Directed;1
16;137;Directed;1
16;145;Directed;1
16;149;Directed;1
16;151;Directed;7
16;153;Directed;8
16;157;Directed;10
16;159;Directed;1
16;160;Directed;1
16;165;Directed;1
16;173;Directed;1
16;174;Directed;1
16;175;Directed;1
16;179;Directed;1
16;182;Directed;1
16;183;Directed;1
16;188;Directed;1
16;190;Directed;1
16;197;Directed;1
16;198;Directed;1
16;201;Directed;1
16;203;Directed;1
16;204;Directed;1
16;206;Directed;2
16;209;Directed;1
16;215;Directed;1
16;220;Directed;2
16;221;Directed;1
16;222;Directed;1
16;225;Directed;1
16;229;Directed;1
16;230;Directed;1
16;232;Directed;1
16;235;Directed;1
16;236;Directed;1
16;237;Directed;1
16;240;Directed;1
16;241;Directed;2
16;243;Directed;1
16;248;Directed;1
16;256;Directed;1
16;258;Directed;1
16;259;Directed;1
16;263;Directed;1
16;267;Directed;1
16;271;Directed;2
16;272;Directed;1
16;273;Directed;1
16;275;Directed;1
16;277;Directed;3
16;281;Directed;1
16;284;Directed;1
16;285;Directed;1
16;287;Directed;2
16;290;Directed;1
16;291;Directed;1
16;294;Directed;8
16;295;Directed;1
16;297;Directed;1
16;298;Directed;1
16;302;Directed;1
16;303;Directed;1
16;305;Directed;1
16;306;Directed;12
16;310;Directed;1
16;311;Directed;2
16;318;Directed;2
16;319;Directed;8
16;320;Directed;2
16;322;Directed;1
16;324;Directed;1
16;326;Directed;1
16;329;Directed;1
16;330;Directed;1
16;337;Directed;31
16;338;Directed;18
16;343;Directed;1
16;349;Directed;1
16;356;Directed;1
16;357;Directed;1
16;360;Directed;1
16;362;Directed;1
16;363;Directed;6
16;365;Directed;1
16;375;Directed;20
16;377;Directed;1
16;379;Directed;1
16;382;Directed;1
16;383;Directed;1
16;401;Directed;2
16;402;Directed;1
16;408;Directed;1
16;410;Directed;4
16;417;Directed;1
16;426;Directed;1
16;427;Directed;10
16;431;Directed;1
16;433;Directed;12
16;434;Directed;1
16;436;Directed;20
16;437;Directed;13
16;439;Directed;7
16;451;Directed;2
16;452;Directed;1
16;453;Directed;1
16;455;Directed;1
16;460;Directed;14
16;462;Directed;1
16;463;Directed;3
16;464;Directed;1
16;466;Directed;1
16;467;Directed;1
16;469;Directed;1
16;471;Directed;2
16;472;Directed;2
16;476;Directed;3
16;483;Directed;1
16;486;Directed;3
16;487;Directed;3
16;488;Directed;1
16;490;Directed;1
16;496;Directed;1
16;501;Directed;3
16;502;Directed;1
16;507;Directed;1
16;510;Directed;1
16;511;Directed;1
16;512;Directed;1
16;513;Directed;1
16;516;Directed;1
16;518;Directed;1
16;519;Directed;1
16;521;Directed;1
16;529;Directed;2
16;534;Directed;5
16;535;Directed;1
16;540;Directed;1
16;548;Directed;57
16;550;Directed;1
16;551;Directed;1
16;556;Directed;1
16;558;Directed;1
16;565;Directed;1
16;571;Directed;1
16;575;Directed;73
16;583;Directed;1
16;585;Directed;4
16;592;Directed;1
16;597;Directed;1
16;599;Directed;1
16;602;Directed;1
16;606;Directed;1
16;610;Directed;1
16;611;Directed;1
16;614;Directed;1
16;615;Directed;1
16;616;Directed;1
16;618;Directed;1
16;619;Directed;1
16;620;Directed;1
16;621;Directed;1
16;624;Directed;1
16;628;Directed;1
16;631;Directed;1
16;635;Directed;1
16;636;Directed;1
16;637;Directed;3
16;641;Directed;1
16;642;Directed;1
16;646;Directed;1
16;647;Directed;1
16;649;Directed;1
16;651;Directed;6
16;652;Directed;1
16;653;Directed;1
16;654;Directed;1
16;659;Directed;1
16;661;Directed;1
16;663;Directed;1
16;665;Directed;1
16;666;Directed;1
16;668;Directed;1
16;670;Directed;1
16;672;Directed;1
16;674;Directed;1
16;677;Directed;1
16;682;Directed;3
16;686;Directed;1
16;687;Directed;1
16;689;Directed;1
16;690;Directed;1
16;691;Directed;1
16;697;Directed;1
16;699;Directed;1
16;700;Directed;1
16;701;Directed;1
16;703;Directed;1
16;704;Directed;1
16;705;Directed;1
16;707;Directed;1
16;708;Directed;1
16;709;Directed;1
16;712;Directed;1
16;713;Directed;1
16;714;Directed;1
16;717;Directed;1
16;719;Directed;1
16;720;Directed;1
16;722;Directed;1
16;728;Directed;1
16;729;Directed;1
16;731;Directed;1
16;736;Directed;1
16;741;Directed;1
16;744;Directed;1
16;745;Directed;1
16;746;Directed;1
16;753;Directed;1
16;755;Directed;1
16;757;Directed;1
16;763;Directed;1
16;766;Directed;1
16;767;Directed;1
16;768;Directed;1
16;772;Directed;1
16;775;Directed;1
16;778;Directed;1
16;785;Directed;1
16;786;Directed;1
16;788;Directed;1
16;791;Directed;1
16;792;Directed;1
16;798;Directed;1
16;802;Directed;24
16;808;Directed;2
16;813;Directed;10
16;814;Directed;1
16;817;Directed;1
16;818;Directed;1
16;819;Directed;1
16;823;Directed;1
16;828;Directed;1
16;837;Directed;1
16;840;Directed;1
16;845;Directed;1
16;846;Directed;1
16;847;Directed;2
16;849;Directed;1
16;851;Directed;2
16;852;Directed;1
16;856;Directed;1
16;862;Directed;1
16;869;Directed;1
16;871;Directed;1
16;873;Directed;13
16;875;Directed;1
16;876;Directed;1
16;877;Directed;2
16;878;Directed;1
16;879;Directed;1
16;882;Directed;9
16;888;Directed;1
16;889;Directed;1
16;891;Directed;17
16;908;Directed;1
16;910;Directed;1
16;911;Directed;1
16;914;Directed;1
16;920;Directed;21
16;926;Directed;6
16;927;Directed;1
16;928;Directed;1
16;930;Directed;4
16;936;Directed;1
16;940;Directed;1
16;944;Directed;1
16;946;Directed;1
16;948;Directed;1
16;953;Directed;1
16;958;Directed;1
16;962;Directed;1
16;965;Directed;2
16;967;Directed;1
16;972;Directed;1
16;974;Directed;1
16;975;Directed;1
16;979;Directed;1
16;984;Directed;1
16;986;Directed;1
16;987;Directed;15
16;988;Directed;1
16;992;Directed;1
16;993;Directed;1
16;996;Directed;1
16;997;Directed;1
16;998;Directed;5
16;1002;Directed;1
16;1005;Directed;1
16;1008;Directed;1
16;1015;Directed;1
16;1016;Directed;1
16;1017;Directed;7
16;1025;Directed;1
16;1027;Directed;23
16;1032;Directed;1
16;1033;Directed;1
16;1034;Directed;1
16;1040;Directed;1
16;1045;Directed;1
16;1048;Directed;1
16;1051;Directed;1
16;1052;Directed;1
16;1054;Directed;1
16;1055;Directed;1
16;1058;Directed;3
16;1063;Directed;1
16;1064;Directed;1
16;1065;Directed;1
16;1068;Directed;2
16;1069;Directed;2
16;1070;Directed;8
16;1071;Directed;1
16;1074;Directed;15
16;1076;Directed;1
16;1077;Directed;1
16;1081;Directed;1
16;1084;Directed;1
16;1092;Directed;9
16;1095;Directed;1
16;1102;Directed;1
16;1106;Directed;1
16;1107;Directed;1
16;1108;Directed;1
16;1112;Directed;1
17;18;Directed;165
17;19;Directed;43
17;20;Directed;38
17;21;Directed;27
17;22;Directed;57
17;23;Directed;54
17;24;Directed;73
17;25;Directed;24
17;26;Directed;50
17;27;Directed;19
17;28;Directed;1
17;29;Directed;60
17;30;Directed;1
17;31;Directed;50
17;32;Directed;45
17;33;Directed;13
17;34;Directed;21
17;35;Directed;33
17;36;Directed;6
17;37;Directed;30
17;38;Directed;1
17;39;Directed;26
17;40;Directed;7
17;41;Directed;34
17;42;Directed;21
17;43;Directed;15
17;44;Directed;21
17;45;Directed;24
17;46;Directed;4
17;47;Directed;38
17;48;Directed;45
17;49;Directed;51
17;51;Directed;22
17;52;Directed;53
17;53;Directed;69
17;54;Directed;55
17;55;Directed;20
17;56;Directed;33
17;57;Directed;26
17;58;Directed;21
17;59;Directed;29
17;60;Directed;25
17;61;Directed;19
17;62;Directed;23
17;70;Directed;20
17;76;Directed;1
17;81;Directed;9
17;85;Directed;2
17;88;Directed;13
17;90;Directed;13
17;95;Directed;8
17;98;Directed;1
17;105;Directed;1
17;108;Directed;2
17;113;Directed;1
17;114;Directed;3
17;115;Directed;29
17;120;Directed;27
17;121;Directed;7
17;134;Directed;1
17;144;Directed;24
17;148;Directed;1
17;150;Directed;26
17;151;Directed;6
17;153;Directed;11
17;158;Directed;1
17;159;Directed;2
17;161;Directed;1
17;162;Directed;1
17;168;Directed;1
17;230;Directed;1
17;233;Directed;1
17;269;Directed;1
17;271;Directed;2
17;287;Directed;7
17;293;Directed;1
17;294;Directed;3
17;297;Directed;2
